"account_id","customer_id","branch_id","account_type","currency","balance","opened_at","account_status"
132,132,2,savings,RSD,1205204.18,2020-05-21,active
133,133,1,savings,RSD,1127800.02,2024-06-26,active
134,134,9,checking,RSD,355695.93,2020-04-20,active
135,135,4,foreign currency,RSD,255936.41,2026-01-23,active
136,136,9,foreign currency,RSD,162138.81,2025-06-29,active
137,137,2,savings,RSD,1452282.69,2024-12-28,active
138,138,5,foreign currency,RSD,412737.57,2024-12-10,active
139,139,8,foreign currency,RSD,265003.65,2024-01-21,active
140,140,4,foreign currency,RSD,444190.40,2024-11-28,active
141,141,10,savings,RSD,113061.24,2023-09-12,active
142,142,2,foreign currency,RSD,408815.31,2026-07-24,active
143,143,4,foreign currency,RSD,137302.67,2021-10-12,active
144,144,4,foreign currency,RSD,298549.73,2023-12-12,inactive
145,145,8,foreign currency,RSD,340714.17,2019-07-16,active
146,146,9,savings,RSD,1353551.88,2024-01-01,active
147,147,1,foreign currency,RSD,407756.85,2025-03-16,active
148,148,4,savings,RSD,851508.39,2025-06-26,active
149,149,2,foreign currency,RSD,396729.14,2025-12-11,active
150,150,9,foreign currency,RSD,200418.24,2025-12-23,active
151,151,2,savings,RSD,941245.89,2024-04-19,active
152,152,7,savings,RSD,404672.09,2024-03-19,inactive
153,153,7,savings,RSD,1192666.70,2026-05-30,active
154,154,7,savings,RSD,1304490.82,2023-09-08,inactive
155,155,6,foreign currency,RSD,219455.73,2025-05-01,active
156,156,3,checking,RSD,18023.07,2025-03-14,active
157,157,1,savings,RSD,1105182.81,2021-06-09,active
158,158,9,savings,RSD,1011645.72,2022-02-25,active
159,159,8,savings,RSD,288944.41,2025-12-15,active
160,160,8,savings,RSD,206054.56,2026-03-03,active
161,161,3,checking,RSD,407172.64,2025-01-03,active
162,162,5,foreign currency,RSD,363469.80,2022-03-14,active
163,163,9,foreign currency,RSD,145423.24,2022-12-23,active
164,164,8,foreign currency,RSD,200077.10,2021-08-26,active
165,165,3,foreign currency,RSD,248721.23,2021-02-14,active
166,166,8,savings,RSD,745455.03,2025-05-23,active
167,167,1,savings,RSD,1403040.43,2025-12-18,active
168,168,3,checking,RSD,295562.96,2023-03-23,active
169,169,4,checking,RSD,418876.49,2024-08-10,active
170,170,4,foreign currency,RSD,147052.20,2021-11-03,active
171,171,3,foreign currency,RSD,181308.95,2023-06-17,active
172,172,9,checking,RSD,17785.08,2021-03-22,active
173,173,8,checking,RSD,412490.73,2023-02-24,active
174,174,6,foreign currency,RSD,939.99,2019-07-18,active
175,175,7,checking,RSD,470457.46,2026-01-19,active
176,176,9,savings,RSD,595301.90,2020-06-12,active
177,177,1,foreign currency,RSD,363975.81,2025-01-15,active
178,178,9,savings,RSD,323294.64,2025-01-19,inactive
179,179,1,foreign currency,RSD,312229.74,2025-10-11,active
180,180,6,savings,RSD,1455295.75,2025-03-17,active
181,181,10,savings,RSD,274421.24,2025-06-08,active
182,182,1,foreign currency,RSD,131829.95,2020-12-16,active
183,183,7,foreign currency,RSD,254540.41,2023-01-28,active
184,184,4,foreign currency,RSD,333049.69,2025-07-23,active
185,185,5,checking,RSD,170657.65,2021-11-18,active
186,186,9,savings,RSD,315185.32,2022-02-01,active
187,187,5,savings,RSD,1466467.80,2020-08-20,inactive
188,188,8,savings,RSD,174411.41,2020-03-01,active
189,189,9,foreign currency,RSD,452771.92,2025-02-05,active
190,190,10,foreign currency,RSD,200396.68,2022-11-28,active
191,191,3,foreign currency,RSD,223633.28,2024-12-15,active
192,192,10,foreign currency,RSD,456854.23,2019-09-13,active
193,193,10,foreign currency,RSD,95534.96,2023-09-26,active
194,194,10,foreign currency,RSD,312651.14,2021-01-17,active
195,195,7,checking,RSD,50220.57,2023-04-22,active
196,196,4,foreign currency,RSD,218636.92,2022-03-04,active
197,197,6,savings,RSD,607541.07,2025-11-14,active
198,198,7,foreign currency,RSD,469598.88,2026-01-22,active
199,199,1,savings,RSD,216897.34,2019-01-20,inactive
200,200,2,checking,RSD,96545.27,2023-07-30,active
201,201,10,foreign currency,RSD,203546.67,2024-11-20,active
202,202,9,savings,RSD,1238249.91,2023-06-10,inactive
203,203,1,savings,RSD,400682.50,2025-09-02,active
204,204,9,foreign currency,RSD,360530.65,2026-04-20,active
205,205,2,foreign currency,RSD,43358.99,2022-09-21,active
206,206,4,foreign currency,RSD,39989.65,2024-09-26,active
207,207,1,savings,RSD,1162095.59,2020-08-16,active
208,208,4,foreign currency,RSD,46675.86,2026-01-10,active
209,209,9,savings,RSD,1082358.95,2025-07-24,active
210,210,8,foreign currency,RSD,340878.32,2024-07-05,active
211,211,3,savings,RSD,209348.52,2026-01-21,active
212,212,5,foreign currency,RSD,6414.52,2021-03-29,active
213,213,6,savings,RSD,972856.50,2026-03-02,inactive
214,214,6,foreign currency,RSD,49057.02,2025-04-21,active
215,215,9,savings,RSD,156371.99,2023-09-01,active
216,216,9,foreign currency,RSD,85107.54,2024-05-20,active
217,217,3,foreign currency,RSD,47234.54,2024-02-10,active
218,218,10,savings,RSD,133784.97,2024-05-28,active
219,219,5,foreign currency,RSD,20283.19,2025-08-04,active
220,220,5,foreign currency,RSD,171942.95,2019-11-09,active
221,221,2,savings,RSD,252185.80,2023-09-27,active
222,222,5,savings,RSD,154633.24,2022-10-09,active
223,223,9,savings,RSD,1251917.89,2021-04-23,active
224,224,1,savings,RSD,639129.53,2026-05-23,active
225,225,6,checking,RSD,145266.37,2023-04-05,active
226,226,6,checking,RSD,248096.86,2026-04-07,active
227,227,4,foreign currency,RSD,440694.71,2024-09-15,closed
228,228,4,savings,RSD,341320.47,2019-04-21,inactive
229,229,6,foreign currency,RSD,480497.17,2023-04-05,active
230,230,5,checking,RSD,41205.46,2023-04-28,active
231,231,1,savings,RSD,1193649.54,2025-09-29,active
232,232,2,checking,RSD,82678.90,2024-02-07,active
233,233,5,checking,RSD,473852.50,2023-10-31,active
234,234,3,checking,RSD,124187.55,2023-01-20,active
235,235,1,savings,RSD,1424256.61,2020-10-02,active
236,236,1,foreign currency,RSD,112291.88,2023-09-19,active
237,237,3,checking,RSD,85912.29,2022-10-29,active
238,238,8,checking,RSD,283978.27,2024-06-23,inactive
239,239,10,checking,RSD,50632.34,2021-06-22,active
240,240,1,checking,RSD,55668.35,2025-08-12,active
241,241,1,savings,RSD,422196.67,2019-01-13,active
242,242,1,savings,RSD,674419.35,2022-10-15,active
243,243,5,checking,RSD,19834.37,2022-04-14,active
244,244,3,savings,RSD,973591.33,2022-05-20,inactive
245,245,4,savings,RSD,1336287.42,2021-01-06,active
246,246,10,savings,RSD,1280624.33,2023-12-04,active
247,247,4,savings,RSD,1192159.39,2023-08-29,active
248,248,6,savings,RSD,155588.48,2025-06-14,active
249,249,8,savings,RSD,1475694.01,2023-03-14,active
250,250,8,checking,RSD,142047.84,2026-01-26,active
251,251,2,savings,RSD,357072.35,2023-08-16,active
252,252,3,foreign currency,RSD,40139.93,2025-02-19,active
253,253,10,checking,RSD,118872.46,2026-02-20,active
254,254,4,savings,RSD,235432.95,2024-09-26,active
255,255,2,foreign currency,RSD,357513.35,2024-04-18,active
256,256,7,checking,RSD,445366.10,2026-02-14,active
257,257,7,foreign currency,RSD,439389.30,2023-10-19,active
258,258,10,savings,RSD,1367061.52,2025-11-14,active
259,259,5,foreign currency,RSD,223049.83,2019-03-22,active
260,260,8,checking,RSD,329964.25,2025-11-25,active
261,261,5,foreign currency,RSD,915.34,2021-02-19,active
262,262,9,foreign currency,RSD,424092.16,2025-05-18,active
263,263,2,foreign currency,RSD,327202.71,2024-08-19,active
264,264,7,savings,RSD,606303.12,2020-12-21,active
265,265,1,savings,RSD,847988.21,2023-05-13,active
266,266,2,checking,RSD,114907.88,2025-07-16,active
267,267,10,savings,RSD,158814.07,2025-08-10,active
268,268,9,checking,RSD,243033.76,2023-10-31,inactive
269,269,5,checking,RSD,157511.09,2021-11-27,active
270,270,1,savings,RSD,175679.94,2025-09-25,active
271,271,10,foreign currency,RSD,393125.88,2019-11-10,active
272,272,6,checking,RSD,399327.72,2026-06-06,active
273,273,8,checking,RSD,254441.51,2022-01-05,active
274,274,10,checking,RSD,231112.49,2024-04-20,active
275,275,7,checking,RSD,462459.06,2026-05-26,active
276,276,1,foreign currency,RSD,267633.34,2019-11-14,active
277,277,9,checking,RSD,259118.93,2025-11-24,active
278,278,6,foreign currency,RSD,202384.46,2020-09-29,active
279,279,5,foreign currency,RSD,311574.49,2025-02-09,active
280,280,10,foreign currency,RSD,425411.01,2023-07-08,active
281,281,8,checking,RSD,55876.18,2024-08-12,closed
282,282,10,foreign currency,RSD,5110.45,2023-11-14,active
283,283,9,foreign currency,RSD,44440.52,2020-06-28,active
284,284,7,savings,RSD,1039458.51,2026-06-19,active
285,285,3,foreign currency,RSD,491031.69,2023-03-24,active
286,286,6,savings,RSD,1042226.81,2022-11-09,active
287,287,2,savings,RSD,693692.25,2022-03-09,active
288,288,7,foreign currency,RSD,156608.25,2023-12-05,active
289,289,6,checking,RSD,344799.57,2023-09-10,active
290,290,4,foreign currency,RSD,42602.07,2026-05-20,active
291,291,3,foreign currency,RSD,63006.19,2024-03-27,active
292,292,2,savings,RSD,1230161.02,2025-04-15,active
293,293,1,savings,RSD,933144.14,2023-07-04,active
294,294,7,checking,RSD,448413.80,2023-01-17,active
295,295,10,foreign currency,RSD,455610.28,2021-11-14,active
296,296,7,foreign currency,RSD,337154.20,2022-03-26,active
297,297,8,foreign currency,RSD,460333.12,2026-05-26,active
298,298,10,savings,RSD,753928.41,2024-08-16,active
299,299,10,foreign currency,RSD,396661.59,2021-09-07,active
300,300,4,checking,RSD,185105.57,2024-04-09,active
301,301,10,checking,RSD,300761.47,2023-01-17,active
302,302,4,savings,RSD,67917.47,2024-01-21,active
303,303,10,savings,RSD,485181.60,2021-11-28,active
304,304,8,savings,RSD,1359741.48,2024-07-02,active
305,305,2,savings,RSD,1434744.21,2022-11-03,active
306,306,2,checking,RSD,269753.17,2022-05-11,active
307,307,8,foreign currency,RSD,114169.67,2023-08-08,active
308,308,10,foreign currency,RSD,13580.86,2022-06-01,active
309,309,5,foreign currency,RSD,339304.51,2021-08-04,active
310,310,1,foreign currency,RSD,366511.54,2025-01-15,active
311,311,3,foreign currency,RSD,99479.19,2024-02-26,active
312,312,6,foreign currency,RSD,274710.55,2024-04-16,active
313,313,9,checking,RSD,69025.85,2021-04-28,active
314,314,4,savings,RSD,174212.90,2022-09-01,active
315,315,6,savings,RSD,118169.76,2026-05-08,active
316,316,6,checking,RSD,308739.45,2021-05-31,active
317,317,4,savings,RSD,638238.45,2021-06-13,active
318,318,9,savings,RSD,220104.78,2026-07-01,inactive
319,319,3,checking,RSD,85557.87,2021-04-20,active
320,320,7,savings,RSD,574483.10,2024-02-07,active
321,321,5,foreign currency,RSD,453960.84,2024-08-25,active
322,322,5,foreign currency,RSD,204865.38,2025-03-23,active
323,323,1,savings,RSD,1244367.67,2022-04-15,active
324,324,4,foreign currency,RSD,179758.56,2022-10-12,active
325,325,4,savings,RSD,259850.38,2025-08-28,active
326,326,6,savings,RSD,828928.36,2023-02-13,active
327,327,10,savings,RSD,58355.90,2022-01-08,active
328,328,6,checking,RSD,473049.63,2021-05-25,active
329,329,6,savings,RSD,51233.25,2024-06-25,active
330,330,8,checking,RSD,295147.16,2023-10-01,active
331,331,2,foreign currency,RSD,146239.14,2024-01-29,inactive
332,332,6,savings,RSD,162792.35,2023-11-18,active
333,333,3,checking,RSD,30183.58,2022-03-19,active
334,334,8,foreign currency,RSD,195098.21,2018-10-04,active
335,335,3,foreign currency,RSD,354912.19,2025-03-19,active
336,336,4,savings,RSD,1403620.83,2025-11-02,active
337,337,2,savings,RSD,1212540.19,2020-11-13,active
338,338,1,checking,RSD,269894.92,2021-10-05,active
339,339,9,checking,RSD,434102.34,2021-06-02,active
340,340,10,checking,RSD,389441.51,2024-02-09,active
341,341,7,foreign currency,RSD,219889.02,2019-09-22,active
342,342,9,savings,RSD,749446.44,2024-12-23,active
343,343,6,foreign currency,RSD,137931.31,2019-11-04,active
344,344,10,checking,RSD,21550.52,2024-11-08,active
345,345,4,foreign currency,RSD,92449.13,2020-07-10,active
346,346,1,savings,RSD,650154.25,2024-10-29,active
347,347,7,checking,RSD,169401.69,2025-11-22,active
348,348,4,checking,RSD,71205.52,2023-11-06,active
349,349,10,savings,RSD,889387.53,2026-01-30,active
350,350,5,foreign currency,RSD,344406.52,2022-12-04,closed
351,351,10,foreign currency,RSD,276815.61,2022-08-18,active
352,352,6,savings,RSD,263238.81,2023-05-20,active
353,353,5,savings,RSD,973465.11,2024-06-08,active
354,354,7,foreign currency,RSD,8876.64,2023-12-29,active
355,355,1,checking,RSD,158278.73,2021-10-19,active
356,356,9,savings,RSD,1184458.70,2026-06-03,active
357,357,9,checking,RSD,177152.76,2022-10-10,active
358,358,5,savings,RSD,1311543.09,2024-06-30,active
359,359,9,savings,RSD,930890.99,2022-01-12,active
360,360,4,foreign currency,RSD,85455.30,2026-03-05,active
361,361,10,foreign currency,RSD,268004.64,2024-12-21,active
362,362,10,foreign currency,RSD,273265.88,2025-08-14,active
363,363,10,savings,RSD,998290.33,2024-06-28,active
364,364,9,checking,RSD,104798.24,2023-09-08,active
365,365,2,savings,RSD,1249715.72,2024-01-07,active
366,366,3,foreign currency,RSD,353334.18,2019-04-11,active
367,367,6,checking,RSD,86239.85,2024-07-08,active
368,368,1,savings,RSD,1110378.43,2018-11-14,active
369,369,10,savings,RSD,642312.68,2026-01-17,active
370,370,8,savings,RSD,777195.65,2026-04-17,active
371,371,7,savings,RSD,171036.79,2024-11-04,active
372,372,9,checking,RSD,391559.71,2024-01-21,inactive
373,373,10,checking,RSD,88501.34,2025-10-27,active
374,374,10,foreign currency,RSD,483943.60,2019-08-09,active
375,375,9,foreign currency,RSD,196787.01,2021-01-30,active
376,376,7,savings,RSD,1019403.05,2021-09-30,inactive
377,377,3,checking,RSD,428168.01,2024-08-31,active
378,378,10,checking,RSD,246761.75,2024-03-19,active
379,379,6,foreign currency,RSD,210669.26,2021-11-11,active
380,380,6,foreign currency,RSD,485379.16,2023-07-08,active
381,381,1,savings,RSD,349706.64,2021-03-16,active
382,382,10,checking,RSD,79639.34,2025-07-10,active
383,383,8,foreign currency,RSD,445135.17,2023-12-09,active
384,384,6,savings,RSD,549019.49,2026-04-15,active
385,385,7,checking,RSD,274331.36,2024-01-12,active
386,386,9,checking,RSD,41298.90,2024-12-31,active
387,387,4,savings,RSD,1282949.14,2024-08-17,active
388,388,6,foreign currency,RSD,286445.34,2024-10-27,inactive
389,389,1,foreign currency,RSD,34302.29,2024-01-22,active
390,390,9,savings,RSD,228018.11,2024-10-13,active
391,391,5,savings,RSD,1400356.24,2021-02-03,active
392,392,5,checking,RSD,408632.78,2023-05-29,active
393,393,6,savings,RSD,954488.69,2026-07-03,active
394,394,1,savings,RSD,51621.65,2024-12-06,active
395,395,4,savings,RSD,1112005.61,2024-10-15,active
396,396,4,savings,RSD,1260192.81,2025-09-08,active
397,397,10,foreign currency,RSD,212036.96,2024-03-16,active
398,398,7,checking,RSD,262858.01,2021-12-04,active
399,399,5,savings,RSD,1487474.13,2024-06-13,active
400,400,8,checking,RSD,296736.80,2024-08-20,active
401,401,4,savings,RSD,1008201.26,2025-02-14,active
402,402,6,foreign currency,RSD,490838.75,2020-06-02,active
403,403,4,savings,RSD,1434910.12,2025-08-03,active
404,404,9,checking,RSD,187523.50,2021-08-09,active
405,405,6,foreign currency,RSD,244646.33,2020-11-01,active
406,406,8,foreign currency,RSD,30031.84,2024-12-29,active
407,407,3,savings,RSD,376881.15,2023-07-23,active
408,408,9,checking,RSD,64842.34,2026-04-27,active
409,409,9,foreign currency,RSD,400886.36,2026-02-08,active
410,410,7,savings,RSD,1326691.37,2024-01-10,active
411,411,5,foreign currency,RSD,199044.84,2024-07-28,active
412,412,4,checking,RSD,298853.03,2024-12-19,active
413,413,7,savings,RSD,580591.67,2023-03-04,active
414,414,10,foreign currency,RSD,21894.82,2025-06-11,inactive
415,415,9,checking,RSD,477825.90,2020-10-22,active
416,416,2,savings,RSD,1160913.49,2025-10-21,inactive
417,417,6,savings,RSD,1385393.28,2024-08-14,active
418,418,9,savings,RSD,1382011.35,2021-04-07,active
419,419,5,savings,RSD,1271021.55,2021-01-18,active
420,420,1,foreign currency,RSD,57954.98,2022-05-19,active
421,421,2,checking,RSD,465889.46,2026-08-03,active
422,422,5,foreign currency,RSD,397191.28,2024-02-18,active
423,423,6,foreign currency,RSD,294094.86,2020-05-02,inactive
424,424,2,savings,RSD,609578.03,2022-08-04,active
425,425,1,savings,RSD,1037307.71,2021-07-07,active
426,426,6,savings,RSD,1095282.97,2026-03-14,inactive
427,427,6,foreign currency,RSD,217312.28,2025-09-04,active
428,428,7,foreign currency,RSD,365048.62,2024-05-04,active
429,429,3,savings,RSD,1079559.05,2023-06-03,active
430,430,1,savings,RSD,958091.61,2025-11-21,active
431,431,8,checking,RSD,247404.62,2025-07-06,active
432,432,9,checking,RSD,26883.94,2020-11-21,active
433,433,9,savings,RSD,271794.13,2020-09-15,active
434,434,2,savings,RSD,628011.86,2026-07-27,active
435,435,3,foreign currency,RSD,267046.40,2023-10-03,active
436,436,7,foreign currency,RSD,70133.81,2024-09-16,active
437,437,9,checking,RSD,67854.59,2024-10-15,active
438,438,8,foreign currency,RSD,151805.08,2026-03-22,active
439,439,4,checking,RSD,417331.58,2024-06-02,active
440,440,1,foreign currency,RSD,128657.22,2025-06-27,active
441,441,3,foreign currency,RSD,410494.97,2019-01-18,active
442,442,5,foreign currency,RSD,298805.57,2021-08-13,active
443,443,3,savings,RSD,344135.52,2025-10-19,inactive
444,444,1,foreign currency,RSD,240339.98,2025-08-03,active
445,445,7,foreign currency,RSD,414215.48,2024-09-11,active
446,446,1,foreign currency,RSD,343509.03,2022-05-20,active
447,447,6,checking,RSD,496111.51,2025-04-25,inactive
448,448,6,foreign currency,RSD,212357.62,2026-03-13,active
449,449,8,foreign currency,RSD,392271.28,2025-10-18,inactive
450,450,4,checking,RSD,96006.16,2026-07-26,active
451,451,7,checking,RSD,413592.41,2024-04-05,active
452,452,8,checking,RSD,246194.72,2026-08-04,active
453,453,8,checking,RSD,296471.97,2023-01-09,active
454,454,8,foreign currency,RSD,461529.70,2024-02-14,active
455,455,2,foreign currency,RSD,405899.26,2025-04-30,active
456,456,3,savings,RSD,585569.45,2020-11-30,active
457,457,4,savings,RSD,1363165.49,2023-01-11,active
458,458,10,checking,RSD,497013.78,2022-07-21,active
459,459,4,foreign currency,RSD,47293.77,2024-01-26,active
460,460,2,checking,RSD,433299.16,2025-03-05,active
461,461,8,foreign currency,RSD,398779.81,2023-02-26,active
462,462,3,savings,RSD,368681.24,2023-12-23,active
463,463,1,checking,RSD,59663.99,2019-04-30,active
464,464,1,foreign currency,RSD,168539.91,2021-10-13,inactive
465,465,2,foreign currency,RSD,115114.43,2025-04-25,active
466,466,7,checking,RSD,15537.68,2024-12-30,active
467,467,9,foreign currency,RSD,444672.46,2021-12-12,active
468,468,2,savings,RSD,1081146.02,2026-01-31,active
469,469,7,checking,RSD,385768.05,2026-01-17,active
470,470,5,foreign currency,RSD,247561.62,2019-07-28,active
471,471,3,savings,RSD,1037228.47,2020-11-18,active
472,472,10,foreign currency,RSD,422643.35,2020-06-20,active
473,473,7,checking,RSD,41075.40,2025-10-14,active
474,474,5,savings,RSD,586088.66,2021-05-01,active
475,475,3,checking,RSD,294074.83,2022-11-25,active
476,476,8,checking,RSD,190857.05,2026-04-15,active
477,477,5,foreign currency,RSD,339561.46,2026-06-02,inactive
478,478,2,checking,RSD,282044.45,2025-02-05,active
479,479,5,savings,RSD,908605.33,2026-06-30,active
480,480,9,savings,RSD,904340.20,2024-01-07,active
481,481,2,savings,RSD,1042660.03,2026-03-17,active
482,482,2,foreign currency,RSD,477662.33,2021-08-22,active
483,483,3,foreign currency,RSD,294772.85,2024-05-11,active
484,484,9,checking,RSD,142736.74,2024-03-08,active
485,485,3,savings,RSD,93192.47,2023-09-23,active
486,486,1,foreign currency,RSD,442300.68,2025-09-04,active
487,487,10,foreign currency,RSD,330464.66,2024-04-27,active
488,488,1,savings,RSD,1328315.19,2022-09-24,active
489,489,5,savings,RSD,458714.25,2022-04-02,active
490,490,1,savings,RSD,321471.02,2026-06-21,active
